months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,years_as_customer,total_claims
451,61,533941,1998-06-18,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,0.0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100.0,15620.0,7810.0,54670,Chevrolet,Tahoe,1997,Y,38.0,78100.0
61,24,265026,1996-02-08,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,47400.0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,Not specified,65520.0,9360.0,9360.0,46800,Toyota,Highlander,2011,Y,5.0,65520.0
150,30,354481,2004-11-17,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,polo,own-child,0.0,0,2015-02-28,Parked Car,Not Specified,Trivial Damage,None,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500.0,450.0,450.0,3600,Saab,93,1999,N,12.0,4500.0
283,41,566720,2012-10-25,OH,100/300,500,1195.01,0,476227,FEMALE,Associate,sales,reading,own-child,60700.0,-54300,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,Not specified,42700.0,0.0,6100.0,36600,Mercedes,ML350,2011,Y,24.0,42700.0
291,46,832746,2006-04-13,OH,500/1000,1000,994.74,0,452701,FEMALE,High School,adm-clerical,polo,own-child,0.0,-55300,2015-01-25,Parked Car,Not Specified,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,5580.0,620.0,620.0,4340,Volkswagen,Passat,2005,Y,24.0,5580.0
162,31,386690,2006-02-21,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,adm-clerical,chess,wife,30700.0,0,2015-02-26,Parked Car,Not Specified,Minor Damage,None,NC,Arlington,5480 3rd Ridge,7,1,Not specified,0,0,NO,3600.0,360.0,720.0,2520,BMW,X5,2013,Y,14.0,3600.0
154,36,979285,2003-12-17,IL,250/500,2000,1313.51,7000000,600904,FEMALE,Masters,exec-managerial,dancing,own-child,68500.0,0,2015-02-03,Vehicle Theft,Not Specified,Trivial Damage,None,SC,Northbrook,8864 Tree Ridge,9,1,Not specified,2,0,Not specified,2800.0,280.0,280.0,2240,Volkswagen,Passat,2015,N,13.0,2800.0
289,47,594722,1999-07-31,OH,500/1000,2000,1102.29,0,450889,FEMALE,Associate,adm-clerical,hiking,own-child,73000.0,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,54000.0,6000.0,6000.0,42000,Toyota,Highlander,1996,N,24.0,54000.0
10,19,216738,2014-08-05,IN,250/500,1000,1185.78,0,478837,FEMALE,JD,craft-repair,yachting,wife,0.0,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,Not specified,0,2,Not specified,48950.0,4450.0,8900.0,35600,Accura,TL,2011,Y,1.0,48950.0
309,47,369048,2011-06-05,IL,500/1000,500,1527.95,0,611322,MALE,PhD,exec-managerial,hiking,other-relative,69400.0,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,Not specified,77800.0,15560.0,15560.0,46680,Dodge,RAM,2002,N,26.0,77800.0
396,57,514424,1992-10-11,IN,100/300,1000,1366.39,0,438180,MALE,High School,protective-serv,exercise,other-relative,0.0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,YES,2,1,NO,52560.0,11680.0,5840.0,35040,Saab,93,1995,N,33.0,52560.0
273,41,954191,2010-02-17,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,farming-fishing,dancing,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,Not specified,1,2,YES,44110.0,4010.0,8020.0,32080,Honda,Accord,2015,N,23.0,44110.0
129,30,150181,2007-05-06,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,sales,video-games,husband,51500.0,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,3,Not specified,74360.0,13520.0,6760.0,54080,Suburu,Forrestor,2009,N,11.0,74360.0
140,31,388671,1997-05-01,OH,250/500,2000,1554.86,6000000,608758,FEMALE,JD,armed-forces,base-jumping,wife,59000.0,0,2015-02-16,Parked Car,Not Specified,Minor Damage,None,WV,Arlington,4585 Francis Ave,2,1,YES,1,2,Not specified,6120.0,680.0,680.0,4760,Honda,Civic,2002,Y,12.0,6120.0
419,53,457244,1998-01-28,IL,500/1000,2000,736.07,6000000,445339,MALE,College,transport-moving,chess,unmarried,45700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,Not specified,0,0,YES,62280.0,5190.0,10380.0,46710,Suburu,Forrestor,2012,N,35.0,62280.0
315,44,206667,1993-05-05,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,sales,reading,other-relative,0.0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,Not specified,1,0,YES,26730.0,4860.0,4860.0,17010,Volkswagen,Jetta,2006,N,26.0,26730.0
72,29,745200,1994-08-06,OH,500/1000,500,973.8,0,479913,FEMALE,Associate,craft-repair,exercise,own-child,0.0,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,Not specified,1,0,NO,66200.0,6620.0,6620.0,52960,Dodge,Neon,2013,N,6.0,66200.0
32,26,412703,2014-11-14,OH,100/300,2000,1260.32,6000000,460760,MALE,JD,other-service,polo,not-in-family,0.0,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,Not specified,1,2,Not specified,45500.0,9100.0,4550.0,31850,Toyota,Corolla,2009,N,3.0,45500.0
230,41,736771,1991-12-14,IN,100/300,1000,1464.03,0,444797,MALE,JD,transport-moving,sleeping,own-child,0.0,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,Not specified,2,0,Not specified,53040.0,4420.0,4420.0,44200,Audi,A3,2006,N,19.0,53040.0
157,32,347984,2009-10-21,OH,100/300,2000,617.11,0,436711,MALE,College,other-service,reading,other-relative,0.0,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,Not specified,1,2,NO,50800.0,10160.0,5080.0,35560,Mercedes,E400,2013,Y,13.0,50800.0
265,41,626074,1997-09-29,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,craft-repair,sleeping,own-child,81800.0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,Not specified,1,3,Not specified,44200.0,4420.0,4420.0,35360,Audi,A5,2014,N,22.0,44200.0
47,34,218109,2003-12-31,IL,500/1000,500,1161.31,0,617527,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800.0,-24300,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,YES,1,3,Not specified,,11440.0,5720.0,45760,Chevrolet,Malibu,2012,N,4.0,62920.0
113,29,999435,2008-01-01,OH,250/500,2000,1091.73,0,601213,MALE,PhD,exec-managerial,golf,not-in-family,36100.0,-42300,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,Not specified,0,2,YES,49950.0,5550.0,5550.0,38850,Nissan,Ultima,2004,Y,9.0,49950.0
289,46,858060,2004-05-31,IL,250/500,2000,1209.07,0,604138,MALE,JD,armed-forces,chess,unmarried,0.0,0,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,YES,0,1,YES,56430.0,6270.0,6270.0,43890,BMW,3 Series,1995,Y,24.0,56430.0
254,41,500384,2013-12-18,IL,250/500,2000,1241.04,0,431361,FEMALE,Masters,protective-serv,board-games,own-child,0.0,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,NO,2,2,YES,100210.0,18220.0,18220.0,63770,Audi,A5,2014,N,21.0,100210.0
115,30,903785,2000-08-24,OH,500/1000,500,1757.21,0,477695,MALE,High School,prof-specialty,base-jumping,wife,46400.0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,NO,1,0,YES,49140.0,5460.0,5460.0,38220,Ford,F150,2007,N,10.0,49140.0
236,38,873859,1992-10-14,OH,250/500,1000,802.24,0,612597,FEMALE,College,other-service,paintball,not-in-family,0.0,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,NO,0,1,Not specified,66840.0,16710.0,5570.0,44560,Mercedes,E400,2014,N,20.0,66840.0
7,21,204294,1991-11-16,IN,500/1000,1000,1342.72,0,445638,MALE,Associate,machine-op-inspct,camping,wife,0.0,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,Not specified,1,2,Not specified,62460.0,6940.0,6940.0,48580,Honda,Accord,2003,N,1.0,62460.0
208,36,467106,1995-10-08,OH,100/300,2000,1209.41,5000000,476185,MALE,JD,machine-op-inspct,base-jumping,wife,0.0,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,YES,0,1,Not specified,62810.0,11420.0,11420.0,39970,Nissan,Ultima,1999,N,17.0,62810.0
126,33,357713,2007-10-28,OH,500/1000,1000,1141.71,2000000,435995,FEMALE,JD,priv-house-serv,sleeping,own-child,36700.0,-73400,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,YES,1,2,Not specified,54160.0,6770.0,6770.0,40620,Suburu,Legacy,2009,N,10.0,54160.0
48,35,890026,2008-05-16,IL,100/300,500,1090.03,0,430232,FEMALE,JD,exec-managerial,golf,unmarried,0.0,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,YES,0,2,NO,48400.0,9680.0,4840.0,33880,Saab,92x,2005,N,4.0,48400.0
297,48,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,exec-managerial,golf,other-relative,54900.0,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,Not specified,0,0,NO,51480.0,5720.0,5720.0,40040,Toyota,Highlander,2013,N,25.0,51480.0
160,36,876680,2012-05-10,OH,100/300,1000,1118.58,0,460801,FEMALE,High School,prof-specialty,board-games,husband,0.0,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,NO,2,1,NO,51700.0,5170.0,10340.0,36190,Saab,95,2003,N,13.0,51700.0
406,58,756981,2003-10-02,OH,250/500,2000,1117.04,0,605121,MALE,MD,exec-managerial,video-games,own-child,0.0,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,Not specified,1,2,Not specified,65520.0,10920.0,5460.0,49140,Volkswagen,Jetta,2009,N,34.0,65520.0
157,31,121439,1990-08-02,IN,500/1000,500,1257.83,7000000,458622,MALE,High School,farming-fishing,reading,own-child,40700.0,-41600,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,NO,2,2,NO,47700.0,4770.0,9540.0,33390,Accura,TL,2011,Y,13.0,47700.0
146,31,411289,1997-09-16,OH,250/500,2000,1082.72,0,478661,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400.0,-57500,2015-01-15,Vehicle Theft,Not Specified,Minor Damage,None,SC,Northbend,4188 Britain Ave,3,1,YES,2,0,NO,5220.0,580.0,580.0,4060,Accura,MDX,2015,N,12.0,5220.0
409,57,538466,1995-07-29,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,protective-serv,exercise,unmarried,55600.0,0,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,NO,1,0,Not specified,73320.0,6110.0,12220.0,54990,Ford,Fusion,2012,N,34.0,73320.0
252,46,932097,2005-09-06,IN,100/300,1000,1242.02,0,601961,MALE,Masters,adm-clerical,dancing,wife,0.0,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,YES,0,2,YES,74900.0,14980.0,7490.0,52430,Jeep,Grand Cherokee,2003,N,21.0,74900.0
6,27,463727,1992-08-05,OH,250/500,500,1075.71,0,604328,FEMALE,High School,prof-specialty,dancing,unmarried,0.0,-47400,2015-02-17,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,Not specified,0,1,YES,3190.0,580.0,290.0,2320,Saab,95,2015,N,0.0,3190.0
103,33,552618,1993-01-22,IN,100/300,1000,969.88,6000000,614385,MALE,MD,armed-forces,exercise,own-child,0.0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,NO,1,0,YES,76920.0,12820.0,6410.0,57690,Chevrolet,Malibu,2002,N,9.0,76920.0
369,53,936638,1995-05-20,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0.0,0,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1123 5th Lane,10,2,YES,1,3,NO,77990.0,7090.0,14180.0,56720,Jeep,Wrangler,2012,N,31.0,77990.0
261,46,348814,1992-09-24,IL,500/1000,1000,1245.61,0,478703,MALE,MD,transport-moving,base-jumping,own-child,0.0,0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,YES,1,0,Not specified,59670.0,9180.0,9180.0,41310,Ford,Escape,2008,N,22.0,59670.0
159,33,944102,2007-07-20,IN,100/300,2000,1462.76,0,615683,FEMALE,College,craft-repair,skydiving,husband,69200.0,-36900,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,3,YES,2,0,NO,44880.0,8160.0,4080.0,32640,Mercedes,C300,2004,Y,13.0,44880.0
344,51,689901,1992-04-28,IN,100/300,2000,1398.46,0,455672,MALE,Associate,sales,skydiving,other-relative,0.0,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,Not specified,0,2,NO,82830.0,7530.0,15060.0,60240,Audi,A5,2004,N,29.0,82830.0
437,60,901083,1998-01-19,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,armed-forces,cross-fit,unmarried,48800.0,0,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,NO,1,3,NO,84480.0,7680.0,15360.0,61440,Chevrolet,Silverado,2012,Y,36.0,84480.0
65,30,396224,2009-09-08,IN,100/300,500,1455.65,4000000,616706,FEMALE,College,transport-moving,skydiving,wife,0.0,-66300,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,Not specified,2,3,NO,79800.0,15960.0,7980.0,55860,Honda,Civic,1999,N,5.0,79800.0
280,41,682178,1994-12-18,OH,500/1000,2000,1140.31,0,473243,MALE,MD,adm-clerical,exercise,husband,29300.0,-64700,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,3,Not specified,0,3,YES,53020.0,9640.0,9640.0,33740,Toyota,Corolla,1999,N,23.0,53020.0
269,45,596298,1996-08-23,IN,500/1000,500,1330.46,0,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,54800.0,-64100,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,Not specified,0,0,NO,24200.0,2200.0,4400.0,17600,Suburu,Forrestor,2008,N,22.0,24200.0
275,40,253005,1991-11-20,OH,250/500,2000,1190.6,0,434206,MALE,Masters,exec-managerial,camping,unmarried,0.0,-45300,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,Not specified,1,3,YES,43230.0,7860.0,7860.0,27510,Chevrolet,Silverado,2001,N,23.0,43230.0
265,45,985924,1998-10-28,OH,250/500,500,972.5,0,469895,FEMALE,College,exec-managerial,cross-fit,unmarried,0.0,0,2015-01-19,Vehicle Theft,Not Specified,Trivial Damage,None,NC,Springfield,6957 Weaver Drive,3,1,NO,2,3,NO,3190.0,290.0,580.0,2320,Ford,Escape,1995,N,22.0,3190.0
283,43,631565,1997-07-14,IN,100/300,2000,1161.91,0,457722,FEMALE,Associate,adm-clerical,polo,not-in-family,0.0,-50400,2015-01-17,Parked Car,Not Specified,Minor Damage,None,WV,Northbrook,1512 Rock Lane,9,1,Not specified,0,3,NO,5850.0,1300.0,650.0,3900,BMW,M5,2006,N,24.0,5850.0
84,29,630998,2003-04-09,OH,250/500,1000,1117.17,0,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0.0,-29900,2015-02-12,Parked Car,Not Specified,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,YES,2,0,YES,6820.0,620.0,1240.0,4960,BMW,3 Series,2005,N,7.0,6820.0
247,44,926665,1992-02-04,OH,250/500,2000,1101.51,0,619108,FEMALE,College,farming-fishing,camping,not-in-family,64000.0,0,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,3,NO,2,2,NO,69480.0,11580.0,11580.0,46320,Chevrolet,Tahoe,2008,N,21.0,69480.0
56,29,302669,2006-06-29,IL,100/300,1000,1523.17,0,610479,MALE,Masters,prof-specialty,movies,own-child,0.0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,2494 Andromedia Drive,10,3,Not specified,1,2,YES,94560.0,7880.0,15760.0,70920,Jeep,Grand Cherokee,1995,N,5.0,94560.0
210,39,620020,1997-06-21,OH,500/1000,1000,984.45,0,474998,MALE,Associate,armed-forces,paintball,unmarried,0.0,0,2015-01-02,Vehicle Theft,Not Specified,Minor Damage,None,NC,Riverwood,4615 Embaracadero Ave,4,1,YES,1,2,Not specified,7800.0,780.0,780.0,6240,Dodge,RAM,1997,N,18.0,7800.0
108,32,439828,2006-09-07,OH,500/1000,2000,1257.0,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900.0,-43700,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,61270.0,5570.0,11140.0,44560,Suburu,Legacy,1999,N,9.0,61270.0
328,49,971295,2001-10-01,OH,500/1000,500,1434.51,0,460535,FEMALE,Masters,transport-moving,bungie-jumping,wife,0.0,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,5051 Elm St,19,1,Not specified,0,2,YES,71440.0,8930.0,8930.0,53580,Mercedes,ML350,2005,N,27.0,71440.0
186,37,165565,2009-02-20,OH,250/500,2000,1628.0,0,606487,FEMALE,JD,priv-house-serv,exercise,unmarried,0.0,0,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,9910 Maple Ave,22,1,YES,1,2,YES,55600.0,11120.0,5560.0,38920,Jeep,Grand Cherokee,2009,N,16.0,55600.0
277,44,936543,2001-06-26,IN,500/1000,500,1412.31,0,620737,MALE,High School,priv-house-serv,board-games,unmarried,0.0,0,2015-02-01,Vehicle Theft,Not Specified,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,1,NO,1,3,NO,5000.0,1000.0,500.0,3500,Jeep,Wrangler,2005,N,23.0,5000.0
138,33,296960,1997-01-18,IL,250/500,500,1362.87,5000000,445904,FEMALE,JD,exec-managerial,paintball,own-child,56900.0,-56900,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6889 Cherokee St,6,1,NO,2,0,Not specified,95810.0,14740.0,14740.0,66330,BMW,X5,2007,N,12.0,95810.0
208,41,501692,2014-06-24,IN,100/300,1000,1134.68,0,464145,FEMALE,College,tech-support,chess,husband,0.0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,3926 Rock Lane,18,1,NO,2,2,Not specified,69300.0,6930.0,13860.0,48510,Volkswagen,Jetta,1996,N,17.0,69300.0
147,37,525224,1992-10-02,IN,250/500,1000,1306.78,0,466818,MALE,MD,prof-specialty,video-games,other-relative,0.0,0,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,22,1,Not specified,1,0,NO,81120.0,13520.0,20280.0,47320,Toyota,Camry,1995,N,12.0,81120.0
8,21,355085,2012-10-09,IN,500/1000,500,1021.9,0,464237,MALE,High School,handlers-cleaners,hiking,husband,0.0,0,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,6117 4th Ave,21,1,Not specified,0,0,Not specified,91260.0,14040.0,14040.0,63180,Toyota,Corolla,2012,N,1.0,91260.0
297,48,830729,1993-02-10,IN,100/300,1000,1538.6,0,618455,FEMALE,MD,other-service,kayaking,wife,0.0,-54700,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,1,Not specified,0,0,Not specified,60600.0,6060.0,12120.0,42420,Ford,Fusion,2004,N,25.0,60600.0
150,31,651948,1994-09-28,IN,500/1000,1000,1354.5,0,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,52800.0,0,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,Not specified,0,3,YES,64800.0,6480.0,12960.0,45360,Suburu,Forrestor,2000,Y,12.0,64800.0
4,34,424358,2003-05-24,OH,500/1000,500,1282.93,0,616126,FEMALE,College,exec-managerial,basketball,other-relative,0.0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,Not specified,0,0,Not specified,66880.0,6080.0,12160.0,48640,Chevrolet,Silverado,1996,Y,0.0,66880.0
210,35,131478,1991-12-25,IL,500/1000,1000,1346.27,0,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900.0,-91400,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,1,NO,0,2,Not specified,58200.0,5820.0,5820.0,46560,BMW,X5,2013,N,18.0,58200.0
91,31,268833,1999-09-18,IN,100/300,1000,1338.4,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,63600.0,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,Not specified,1,0,NO,60570.0,6730.0,6730.0,47110,Nissan,Maxima,2011,N,8.0,60570.0
167,36,287489,1994-02-03,IL,100/300,1000,949.44,0,448603,FEMALE,Masters,exec-managerial,camping,other-relative,0.0,-38400,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,Not specified,0,0,NO,69680.0,8710.0,8710.0,52260,Mercedes,ML350,2008,Y,14.0,69680.0
467,58,808153,2003-01-18,IN,500/1000,2000,977.4,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,82200.0,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,YES,2,3,NO,55700.0,5570.0,11140.0,38990,Nissan,Maxima,2014,N,39.0,55700.0
264,47,687639,2005-03-07,IN,250/500,2000,1181.46,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,0.0,-67400,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,YES,1,2,YES,62370.0,5670.0,5670.0,51030,Dodge,Neon,2001,N,22.0,62370.0
270,45,497347,2003-08-23,OH,500/1000,500,1187.53,0,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200.0,-53300,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,3,Not specified,0,0,YES,54340.0,9880.0,0.0,44460,Saab,92x,2005,N,22.0,54340.0
310,48,439660,2002-07-11,OH,100/300,1000,845.16,0,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0.0,0,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,YES,1,0,NO,55170.0,6130.0,6130.0,42910,Audi,A5,2005,Y,26.0,55170.0
